   0.0000    8.954564E-01    4.041675E+02
   0.0001    9.330059E-01    3.464150E+02
   0.0002    9.646640E-01    2.864012E+02
   0.0003    9.902233E-01    2.245051E+02
   0.0004    1.009515E+00    1.611181E+02
   0.0005    1.022411E+00    9.664156E+01
   0.0006    1.028821E+00    3.148395E+01
   0.0007    1.028699E+00   -3.394136E+01
   0.0008    1.022038E+00   -9.921892E+01
   0.0009    1.008873E+00   -1.639338E+02
   0.0010    9.892833E-01   -2.276741E+02
   0.0011    9.633847E-01   -2.900338E+02
   0.0012    9.313358E-01   -3.506153E+02
   0.0013    8.933338E-01   -4.090317E+02
   0.0014    8.496141E-01   -4.649095E+02
   0.0015    8.004485E-01   -5.178911E+02
   0.0016    7.461438E-01   -5.676368E+02
   0.0017    6.870397E-01   -6.138270E+02
   0.0018    6.235068E-01   -6.561645E+02
   0.0019    5.559443E-01   -6.943763E+02
   0.0020    4.847774E-01   -7.282153E+02
   0.0021    4.104544E-01   -7.574617E+02
   0.0022    3.334445E-01   -7.819251E+02
   0.0023    2.542342E-01   -8.014448E+02
   0.0024    1.733246E-01   -8.158916E+02
   0.0025    9.122824E-02   -8.251685E+02
   0.0026    8.465466E-03   -8.292110E+02
   0.0027   -7.443840E-02   -8.279879E+02
   0.0028   -1.569566E-01   -8.215014E+02
   0.0029   -2.385644E-01   -8.097871E+02
   0.0030   -3.187421E-01   -7.929141E+02
   0.0031   -3.969786E-01   -7.709840E+02
   0.0032   -4.727747E-01   -7.441308E+02
   0.0033   -5.456461E-01   -7.125200E+02
   0.0034   -6.151266E-01   -6.763474E+02
   0.0035   -6.807710E-01   -6.358380E+02
   0.0036   -7.421581E-01   -5.912445E+02
   0.0037   -7.988931E-01   -5.428460E+02
   0.0038   -8.506105E-01   -4.909461E+02
   0.0039   -8.969764E-01   -4.358707E+02
   0.0040   -9.376903E-01   -3.779664E+02
   0.0041   -9.724875E-01   -3.175981E+02
   0.0042   -1.001141E+00   -2.551469E+02
   0.0043   -1.023461E+00   -1.910074E+02
   0.0044   -1.039299E+00   -1.255852E+02
   0.0045   -1.048549E+00   -5.929478E+01
   0.0046   -1.051143E+00    7.443609E+00
   0.0047   -1.047059E+00    7.420637E+01
   0.0048   -1.036315E+00    1.405693E+02
   0.0049   -1.018973E+00    2.061102E+02
   0.0050   -9.951346E-01    2.704118E+02
   0.0051   -9.649454E-01    3.330642E+02
   0.0052   -9.285901E-01    3.936674E+02
   0.0053   -8.862931E-01    4.518341E+02
   0.0054   -8.383169E-01    5.071922E+02
   0.0055   -7.849601E-01    5.593867E+02
   0.0056   -7.265562E-01    6.080827E+02
   0.0057   -6.634707E-01    6.529668E+02
   0.0058   -5.960995E-01    6.937498E+02
   0.0059   -5.248663E-01    7.301681E+02
   0.0060   -4.502193E-01    7.619854E+02
   0.0061   -3.726295E-01    7.889947E+02
   0.0062   -2.925866E-01    8.110190E+02
   0.0063   -2.105967E-01    8.279130E+02
   0.0064   -1.271788E-01    8.395637E+02
   0.0065   -4.286146E-02    8.458914E+02
   0.0066    4.182046E-02    8.468501E+02
   0.0067    1.263292E-01    8.424278E+02
   0.0068    2.101273E-01    8.326467E+02
   0.0069    2.926817E-01    8.175631E+02
   0.0070    3.734662E-01    7.972670E+02
   0.0071    4.519654E-01    7.718818E+02
   0.0072    5.276780E-01    7.415631E+02
   0.0073    6.001198E-01    7.064981E+02
   0.0074    6.688267E-01    6.669045E+02
   0.0075    7.333579E-01    6.230288E+02
   0.0076    7.932988E-01    5.751452E+02
   0.0077    8.482633E-01    5.235535E+02
   0.0078    8.978967E-01    4.685775E+02
   0.0079    9.418775E-01    4.105627E+02
   0.0080    9.799201E-01    3.498744E+02
   0.0081    1.011776E+00    2.868954E+02
   0.0082    1.037236E+00    2.220232E+02
   0.0083    1.056131E+00    1.556680E+02
   0.0084    1.068334E+00    8.824976E+01
   0.0085    1.073760E+00    2.019577E+01
   0.0086    1.072367E+00   -4.806227E+01
   0.0087    1.064155E+00   -1.160908E+02
   0.0088    1.049170E+00   -1.834574E+02
   0.0089    1.027500E+00   -2.497332E+02
   0.0090    9.992743E-01   -3.144958E+02
   0.0091    9.646651E-01   -3.773320E+02
   0.0092    9.238855E-01   -4.378403E+02
   0.0093    8.771876E-01   -4.956338E+02
   0.0094    8.248616E-01   -5.503420E+02
   0.0095    7.672338E-01   -6.016139E+02
   0.0096    7.046644E-01   -6.491199E+02
   0.0097    6.375455E-01   -6.925538E+02
   0.0098    5.662987E-01   -7.316351E+02
   0.0099    4.913721E-01   -7.661105E+02
   0.0100    4.132377E-01   -7.957558E+02
   0.0101    3.323884E-01   -8.203771E+02
   0.0102    2.493351E-01   -8.398124E+02
   0.0103    1.646032E-01   -8.539323E+02
   0.0104    7.872910E-02   -8.626410E+02
   0.0105   -7.742575E-03   -8.658771E+02
   0.0106   -9.426297E-02   -8.636139E+02
   0.0107   -1.802823E-01   -8.558594E+02
   0.0108   -2.652532E-01   -8.426568E+02
   0.0109   -3.486346E-01   -8.240838E+02
   0.0110   -4.298946E-01   -8.002522E+02
   0.0111   -5.085145E-01   -7.713075E+02
   0.0112   -5.839916E-01   -7.374279E+02
   0.0113   -6.558426E-01   -6.988230E+02
   0.0114   -7.236067E-01   -6.557328E+02
   0.0115   -7.868486E-01   -6.084259E+02
   0.0116   -8.451611E-01   -5.571980E+02
   0.0117   -8.981681E-01   -5.023704E+02
   0.0118   -9.455267E-01   -4.442872E+02
   0.0119   -9.869292E-01   -3.833138E+02
   0.0120   -1.022106E+00   -3.198343E+02
